,Inhibitors,Conc(wt%),Pressure (MPa),Temp(K),C1(%),C2(%),C3(%),nC4(%),iC4(%),H2S(%),MW,LogP,NumHDonors,NumHAcceptors,N2(%),CO2(%),Induction delay time (min)
0,PVP,0.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,17.6
1,PVP,0.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,18.2
2,PVP,0.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,18.8
3,PVP,1.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,26.9
4,PVP,1.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,28.2
5,PVP,1.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,29.8
6,PVP,1.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,44.4
7,PVP,1.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,45.5
8,PVP,1.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,46.3
9,PVP,2.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,66.7
10,PVP,2.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,68.6
11,PVP,2.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,70.5
12,PVP,0.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,31.9
13,PVP,0.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,33.4
14,PVP,0.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,35.2
15,PVP,1.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,53.8
16,PVP,1.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,54.0
17,PVP,1.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,54.5
18,PVP,1.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,83.7
19,PVP,1.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,84.8
20,PVP,1.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,88.6
21,PVP,2.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,113.6
22,PVP,2.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,115.2
23,PVP,2.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,117.1
24,PVP,0.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,54.4
25,PVP,0.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,56.1
26,PVP,0.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,61.1
27,PVP,1.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,89.0
28,PVP,1.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,91.6
29,PVP,1.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,95.7
30,PVP,1.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,127.3
31,PVP,1.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,130.7
32,PVP,1.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,136.2
33,PVP,2.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,181.7
34,PVP,2.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,190.5
35,PVP,2.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,195.7
36,PVP,0.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,390.2
37,PVP,0.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,395.8
38,PVP,0.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,408.6
39,PVP,1.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,650.6
40,PVP,1.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,653.5
41,PVP,1.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,677.4
42,PVP,1.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,885.1
43,PVP,1.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,901.5
44,PVP,1.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,916.7
45,PVP,2.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,1231.6
46,PVP,2.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,1255.2
47,PVP,2.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,1308.8
48,L-tyrosine ,0.2,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,43.1
49,L-tyrosine ,0.2,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,47.1
50,L-tyrosine ,0.2,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,47.2
51,L-tyrosine ,0.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,59.7
52,L-tyrosine ,0.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,63.4
53,L-tyrosine ,0.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,66.2
54,L-tyrosine ,1.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,94.6
55,L-tyrosine ,1.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,99.4
56,L-tyrosine ,1.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,101.5
57,L-tyrosine ,1.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,130.7
58,L-tyrosine ,1.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,139.0
59,L-tyrosine ,1.5,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,143.1
60,L-tyrosine ,2.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,212.3
61,L-tyrosine ,2.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,223.5
62,L-tyrosine ,2.0,10.0,274.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,227.8
63,L-tyrosine ,0.2,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,56.4
64,L-tyrosine ,0.2,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,56.9
65,L-tyrosine ,0.2,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,61.0
66,L-tyrosine ,0.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,108.1
67,L-tyrosine ,0.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,113.2
68,L-tyrosine ,0.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,120.4
69,L-tyrosine ,1.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,166.6
70,L-tyrosine ,1.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,177.4
71,L-tyrosine ,1.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,182.2
72,L-tyrosine ,1.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,220.4
73,L-tyrosine ,1.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,232.6
74,L-tyrosine ,1.5,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,243.6
75,L-tyrosine ,2.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,368.9
76,L-tyrosine ,2.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,376.1
77,L-tyrosine ,2.0,10.0,276.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,400.1
78,L-tyrosine ,0.2,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,98.7
79,L-tyrosine ,0.2,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,104.4
80,L-tyrosine ,0.2,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,106.2
81,L-tyrosine ,0.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,175.1
82,L-tyrosine ,0.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,191.9
83,L-tyrosine ,0.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,197.6
84,L-tyrosine ,1.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,311.5
85,L-tyrosine ,1.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,331.3
86,L-tyrosine ,1.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,345.4
87,L-tyrosine ,1.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,479.8
88,L-tyrosine ,1.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,497.1
89,L-tyrosine ,1.5,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,503.0
90,L-tyrosine ,2.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,768.1
91,L-tyrosine ,2.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,785.2
92,L-tyrosine ,2.0,10.0,278.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,821.2
93,L-tyrosine ,0.2,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,186.9
94,L-tyrosine ,0.2,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,200.6
95,L-tyrosine ,0.2,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,201.7
96,L-tyrosine ,0.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,379.6
97,L-tyrosine ,0.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,421.8
98,L-tyrosine ,0.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,444.1
99,L-tyrosine ,1.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,847.3
100,L-tyrosine ,1.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,902.8
101,L-tyrosine ,1.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,913.6
102,L-tyrosine ,1.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,1602.1
103,L-tyrosine ,1.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,1655.2
104,L-tyrosine ,1.5,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,1738.4
105,L-tyrosine ,2.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,2431.5
106,L-tyrosine ,2.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,2817.3
107,L-tyrosine ,2.0,10.0,280.15,99.5,0.0,0.0,0.0,0.0,0.5,181.19099999999997,0.3465999999999994,3.0,3.0,0.0,0.0,2624.4
0,PVP,1.0,8.0,280.15,80.4,10.3,5.0,0.72,1.65,0.0,111.14399999999999,0.7523,0.0,1.0,0.11,1.82,106.5
1,PVP,2.0,8.0,280.15,80.4,10.3,5.0,0.72,1.65,0.0,111.14399999999999,0.7523,0.0,1.0,0.11,1.82,126.5
2,PVP,2.0,8.0,277.15,80.4,10.3,5.0,0.72,1.65,0.0,111.14399999999999,0.7523,0.0,1.0,0.11,1.82,87.5
3,PVP,1.0,6.0,280.15,80.4,10.3,5.0,0.72,1.65,0.0,111.14399999999999,0.7523,0.0,1.0,0.11,1.82,110.0
4,PVP,1.0,6.0,277.15,80.4,10.3,5.0,0.72,1.65,0.0,111.14399999999999,0.7523,0.0,1.0,0.11,1.82,70.0
5,PVP,2.0,6.0,280.15,80.4,10.3,5.0,0.72,1.65,0.0,111.14399999999999,0.7523,0.0,1.0,0.11,1.82,130.0
6,PVP,2.0,6.0,277.15,80.4,10.3,5.0,0.72,1.65,0.0,111.14399999999999,0.7523,0.0,1.0,0.11,1.82,100.0
7,MEG,10.0,8.0,280.15,80.4,10.3,5.0,0.72,1.65,0.0,62.068000000000005,-1.029,2.0,2.0,0.11,1.82,57.0
8,MEG,10.0,8.0,277.15,80.4,10.3,5.0,0.72,1.65,0.0,62.068000000000005,-1.029,2.0,2.0,0.11,1.82,46.3
9,MEG,20.0,8.0,277.15,80.4,10.3,5.0,0.72,1.65,0.0,62.068000000000005,-1.029,2.0,2.0,0.11,1.82,65.3
10,MEG,10.0,6.0,280.15,80.4,10.3,5.0,0.72,1.65,0.0,62.068000000000005,-1.029,2.0,2.0,0.11,1.82,115.0
11,MEG,20.0,6.0,280.15,80.4,10.3,5.0,0.72,1.65,0.0,62.068000000000005,-1.029,2.0,2.0,0.11,1.82,123.0
12,MEG,20.0,6.0,277.15,80.4,10.3,5.0,0.72,1.65,0.0,62.068000000000005,-1.029,2.0,2.0,0.11,1.82,80.0
13,L-tyrosine,1.0,9.0,280.15,80.4,10.3,5.0,0.72,1.65,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.11,1.82,35.0
14,L-tyrosine,2.0,8.64,280.15,80.4,10.3,5.0,0.72,1.65,0.0,181.19099999999997,0.3465999999999994,3.0,3.0,0.11,1.82,45.0
0,PVP,0.01,1.0,277.15,70.0,0.0,30.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,100.0
1,PVP,0.01,1.2,277.15,70.0,0.0,30.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,90.0
2,PVP,0.01,1.5,277.15,70.0,0.0,30.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,70.0
3,PVP,0.01,2.0,277.15,70.0,0.0,30.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,60.0
4,PVP,0.01,1.0,277.15,30.0,0.0,70.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,120.0
5,PVP,0.01,1.2,277.15,30.0,0.0,70.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,100.0
6,PVP,0.01,1.5,277.15,30.0,0.0,70.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,80.0
7,PVP,0.01,2.0,277.15,30.0,0.0,70.0,0.0,0.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,60.0
8,PVP,0.01,1.0,277.15,70.0,0.0,0.0,0.0,30.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,130.0
9,PVP,0.01,1.2,277.15,70.0,0.0,0.0,0.0,30.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,110.0
10,PVP,0.01,1.5,277.15,70.0,0.0,0.0,0.0,30.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,95.0
11,PVP,0.01,2.0,277.15,70.0,0.0,0.0,0.0,30.0,0.0,111.14399999999999,0.7523,0.0,1.0,0.0,0.0,75.0
